Error, Output
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-5, 1
-4, 2
-3, 2
-2, 3
0, 8
1, 4
1, 4
1, 4
1, 0
1, 0
1, 0
1, 0
1, 0
2, 40
2, 40
2, 40
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
2, 1
3, 41
3, 41
3, 41
3, 1
3, 1
3, 1
3, 1
3, 1
3, 1
3, 1
3, 1
3, 1
3, 1
3, 1
3, 1
3, 1
4, 41
4, 41
4, 41
4, 41
4, 2
4, 2
4, 2
4, 2
4, 2
4, 2
4, 2
4, 2
4, 2
4, 2
4, 2
5, 42
5, 2
5, 2
5, 2
5, 2
5, 2
5, 2
5, 2
5, 2
5, 2
5, 2
5, 2
5, 2
5, 2
6, 42
6, 42
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
6, 3
7, 43
7, 43
7, 43
7, 3
7, 3
7, 3
7, 3
7, 3
7, 3
7, 3
7, 3
8, 43
8, 43
8, 4
8, 4
8, 4
8, 4
8, 4
8, 4
8, 4
8, 4
8, 4
9, 44
9, 44
9, 44
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
9, 4
10, 44
10, 44
10, 44
10, 5
10, 5
10, 5
10, 5
10, 5
10, 5
11, 45
11, 45
11, 45
11, 5
11, 5
11, 5
11, 5
11, 5
11, 5
11, 5
11, 5
12, 45
12, 45
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
12, 6
13, 46
13, 46
13, 46
13, 6
13, 6
13, 6
13, 6
13, 6
13, 6
13, 6
13, 6
14, 46
14, 46
14, 46
14, 7
14, 7
14, 7
14, 7
14, 7
14, 7
15, 47
15, 47
15, 7
15, 7
15, 7
15, 7
15, 7
15, 7
15, 7
15, 7
16, 47
16, 47
16, 8
16, 8
16, 8
16, 8
16, 8
17, 48
17, 48
17, 8
17, 8
17, 8
17, 8
17, 8
17, 8
17, 8
17, 8
18, 48
18, 48
18, 48
18, 9
18, 9
18, 9
19, 49
19, 49
19, 49
19, 49
19, 49
19, 9
19, 9
19, 9
19, 9
19, 9
19, 9
20, 49
20, 49
20, 10
20, 10
20, 10
20, 10
20, 10
20, 10
21, 50
21, 50
21, 10
21, 10
21, 10
21, 10
21, 10
22, 50
22, 50
22, 50
22, 11
22, 11
22, 11
22, 11
22, 11
23, 51
23, 11
23, 11
23, 11
23, 11
23, 11
24, 51
24, 51
24, 12
24, 12
24, 12
24, 12
24, 12
24, 12
24, 12
24, 12
25, 52
25, 52
25, 52
25, 12
25, 12
25, 12
26, 52
26, 13
26, 13
27, 53
27, 53
27, 53
27, 13
27, 13
27, 13
27, 13
27, 13
28, 53
28, 53
28, 53
28, 14
28, 14
28, 14
29, 54
29, 54
29, 54
29, 14
29, 14
30, 54
30, 54
30, 54
30, 15
30, 15
30, 15
30, 15
30, 15
31, 55
31, 55
31, 55
31, 15
31, 15
31, 15
31, 15
31, 15
32, 55
32, 55
32, 55
32, 16
32, 16
32, 16
33, 56
33, 56
33, 16
33, 16
33, 16
33, 16
33, 16
33, 16
34, 36
34, 369, 59
39, 59
39, 59
39, 19
39, 19
39, 19
40, 59
40, 59
40, 20
40, 20
40, 20
41, 60
41, 60
41, 60
41, 20
41, 20
41, 20
41, 20
41, 20
42, 60
42, 60
42, 60
43, 61
43, 61
43, 61
43, 21
43, 21
44, 61
4426
53, 26
54, 66
54, 66
54, 66
54, 27
54, 27
54, 27
54, 27
54, 27
55, 67
55, 67
55, 67
55, 27
55, 27
55, 27
55, 27
55, 27
55, 27
55, 27
55, 27
56, 67
56, 67
56, 28
56, 28
56, 28
56, 28
56, 28
56, 229
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 29
59, 2 28
57, 28
57, 28
57, 28
57, 28
57, 28
57, 28
56, -11
56, -11
56, -11
56, -11
56, -11
56, 28
56, 28
56, 28
56, 28
56, 28
56, 28
56, 28
56, 28
56, 28
56, 28
56, 28
56, 28
56, 28
56, 28
55, 7
55, 7
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
52, -13
52, -13
52, -13
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
53, 66
53, 66
53, 66
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
53, 26
52, -13
52, -13
52, -13
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
52, 26
51, -14
51, -14
51, -14
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
51, 25
50, -14
50, -14
50, -14
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
50, 25
49, -15
49, -15
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
49, 24
48, -15
48, -15
48, -15
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
48, 24
Error, Output
900, 450
900, 450
900, 450
901, 454
901, 450
902, 455
902, 451
901, 446
900, 446
899, 445
896, 436
892, 430
887, 423
882, 421
876, 414
870, 411
865, 412
860, 410
855, 407
851, 409
847, 407
843, 405
839, 403
835, 401
832, 404
829, 402
827, 405
826, 409
825, 408
824, 408
823, 407
823, 411
823, 411
823, 411
823, 411
823, 411
824, 416
824, 412
825, 416
826, 417
826, 413
826, 413
826, 413
826, 413
826, 413
826, 413
826, 413
826, 413
826, 413
827, 417
827, 413
827, 413
827, 413
827, 413
827, 413
827, 413
827, 413
827, 413
828, 418
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
828, 414
827, 409
827, 413
825, 404
824, 408
822, 403
820, 402
817, 396
814, 395
810, 389
806, 387
802, 385
797, 378
792, 376
786, 369
780, 366
773, 358
766, 355
758, 347
749, 338
740, 334
730, 325
720, 320
710, 315
699, 305
688, 300
677, 294
666, 289
654, 279
642, 273
630, 267
617, 256
604, 250
590, 239
576, 232
562, 225
548, 218
533, 206
518, 199
504, 196
489, 184
474, 177
459, 169
443, 157
428, 154
412, 142
396, 134
381, 130
365, 118
349, 110
333, 102
316, 90
300, 86
283, 73
267, 69
250, 57
234, 53
218, 45
201, 32
184, 24
168, 20
151, 7
136, 8
121, 0
106, -7
93, -5
80, -12
68, -14
56, -20
45, -21
35, -22
26, -23
17, -27
10, -23
3, -26
-3, -25
-8, -24
-13, -26
-16, -20
-19, -21
-20, -14
-20, -10
-19, -5
-18, -5
-16, 0
-14, 1
-12, 2
-10, 3
-8, 4
-7, 0
-7, -3
-6, 1
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
-6, -3
Error, Output
900, 450
900, 450
900, 450
900, 450
900, 450
900, 450
900, 450
900, 450
898, 441
895, 435
892, 434
887, 423
881, 416
873, 404
865, 400
855, 387
846, 387
836, 378
827, 377
817, 368
807, 363
797, 358
787, 353
776, 344
764, 334
751, 323
739, 321
726, 311
713, 304
701, 302
690, 301
679, 295
670, 299
662, 299
655, 299
650, 305
646, 307
643, 309
642, 317
641, 316
641, 320
641, 320
641, 320
641, 320
641, 320
639, 311
637, 310
633, 300
628, 294
623, 291
616, 280
609, 276
602, 273
595, 269
587, 261
579, 257
571, 253
563, 249
554, 241
544, 232
533, 222
522, 217
510, 207
498, 201
486, 195
474, 189
461, 178
449, 176
437, 170
424, 160
411, 153
397, 142
384, 140
369, 124
355, 121
339, 105
325, 106
309, 90
294, 87
278, 75
262, 67
247, 63
231, 51
215, 43
199, 35
183, 27
167, 19
151, 11
136, 8
121, 0
107, -2
94, -5
82, -7
71, -8
60, -14
50, -15
40, -20
31, -20
23, -20
16, -20
10, -19
4, -22
-1, -20
-5, -18
-9, -20
-12, -18
-14, -15
-15, -11
-16, -12
-16, -8
-15, -3
-14, -3
-13, -2
-12, -2
-11, -1
-10, -1
-9, 0
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-9, -4
-8, 0
-7, 0
-7, -3
-6, 1
-5, 1
-4, 2
-3, 2
-1, 7
1, 8
3, 9
6, 15
9, 16
13, 22
16, 20
20, 26
23, 23
27, 29
31, 31
36, 38
41, 40
46, 43
51, 45
56, 48
62, 55
67, 53
72, 56
77, 58
80, 52
83, 53
84, 46
85, 46
84, 38
83, 37
81, 32
80, 36
79, 35
78, 35
77, 34
77, 38
77, 38
77, 38
77, 38
77, 38
77, 38
77, 38
Error, Output
900, 450
900, 450
900, 450
900, 450
900, 450
900, 450
900, 450
900, 450
899, 445
897, 440
894, 435
890, 429
885, 422
878, 411
870, 403
861, 394
852, 390
842, 381
832, 376
822, 371
812, 366
802, 361
791, 351
780, 346
769, 340
757, 330
745, 324
733, 318
722, 317
713, 320
701, 302
686, 283
675, 293
667, 301
659, 297
652, 298
645, 294
641, 304
637, 302
634, 305
631, 303
627, 297
623, 295
621, 302
619, 301
617, 300
616, 304
615, 303
615, 307
614, 303
614, 307
613, 302
613, 306
612, 302
612, 306
612, 306
612, 306
612, 306
612, 306
612, 306
612, 306
612, 306
612, 306
612, 306
612, 306
613, 310
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
613, 306
612, 302
612, 306
612, 306
611, 301
610, 301
608, 296
606, 295
603, 289
600, 288
596, 282
592, 280
587, 273
582, 271
576, 264
570, 261
563, 253
555, 245
546, 237
537, 232
527, 223
517, 218
506, 209
495, 203
483, 193
472, 192
460, 182
448, 176
436, 170
423, 159
411, 157
397, 142
384, 140
370, 129
355, 117
341, 114
326, 103
311, 95
295, 83
280, 80
264, 68
248, 60
233, 56
217, 44
201, 36
185, 28
170, 25
154, 13
139, 9
125, 6
110, -5
97, -3
84, -10
73, -7
62, -13
51, -18
42, -15
33, -19
25, -19
18, -19
11, -22
6, -17
1, -19
-3, -17
-7, -19
-9, -12
-11, -13
-13, -14
-13, -6
-13, -6
-12, -2
-11, -1
-9, 3
-8, 0
-7, 0
-6, 1
-5, 1
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-4, 2
-3, 2
-4, -6
-5, -6
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
-5, -2
89,73,0
88,89,89,73,-1
88,88,86,73,0
88,88,91,73,0
88,88,93,73,0
88,88,94,73,0
88,89,93,73,-1
88,89,93,72,-1
88,90,91,72,-2
88,89,93,72,-1
88,90,90,71,-2
88,90,89,71,-2
88,90,89,70,-2
88,89,89,70,-1
88,89,89,70,-1
88,89,88,69,-1
88,88,89,71,0
88,88,85,71,0
88,87,85,71,0
88,87,88,71,0
88,87,85,71,0
88,86,89,71,1
88,87,91,71,0
88,87,91,71,0
88,87,89,71,0
88,88,91,71,0
88,87,89,71,0
88,87,88,71,0
88,88,90,71,0
88,88,87,71,0
88,88,88,71,0
88,87,90,71,0
88,87,91,71,0
88,87,87,71,0
88,88,88,71,0
88,87,86,71,0
88,86,85,71,1
88,86,88,71,1
88,87,89,71,0
88,86,90,71,1
88,87,89,71,0
88,87,89,71,0
88,87,87,71,0
88,87,87,71,0
88,86,89,71,1
88,87,84,71,0
88,86,86,72,1
88,85,88,72,2
88,85,86,73,2
88,86,88,73,1
88,86,88,73,1
88,85,87,74,2
88,86,86,74,1
88,86,86,74,1
88,85,88,75,2
88,86,87,75,1
88,85,93,75,2
88,86,91,76,1
88,87,90,74,0
88,87,88,74,0
88,88,89,74,0
88,87,88,74,0
88,87,86,74,0
88,87,87,74,0
88,87,84,74,0
88,85,85,74,2
88,85,89,75,2
88,86,85,75,1
88,86,87,75,1
88,85,87,76,2
88,85,86,76,2
88,86,86,76,1
88,86,92,77,1
88,86,83,127,1
88,86,73,127,0
88,83,71,127,0
88,80,74,127,0
88,78,72,127,0
88,77,71,127,0
88,75,76,127,0
88,75,76,127,0
88,74,75,127,0
88,74,78,127,0
88,73,79,127,0
88,74,77,127,0
88,74,75,127,0
88,74,81,127,0
88,75,80,127,0
88,75,77,127,0
88,75,80,127,0
88,75,81,127,0
88,76,81,127,0
88,77,78,127,0
88,77,82,127,0
88,77,82,127,0
88,78,80,127,0
88,78,84,127,0
88,78,85,127,0
88,79,84,127,0
88,80,82,79,7
88,80,86,80,7
88,82,82,82,5
88,82,79,83,5
88,81,82,84,6
88,81,87,86,6
88,82,88,87,5
88,83,89,88,4
88,84,93,89,3
88,86,93,89,1
88,87,92,83,0
88,87,82,83,0
88,86,80,127,1
88,85,78,127,0
88,84,76,127,0
88,82,75,127,0
88,80,77,127,0
88,80,77,127,0
88,79,76,85,8
88,77,78,88,10
88,78,79,127,10
88,77,79,127,10
88,77,78,127,10
88,77,80,127,10
88,77101,3
88,85,85,101,2
88,85,89,102,2
88,85,89,102,2
88,86,85,102,1
88,85,85,103,2
88,86,91,103,1
88,87,88,95,0
88,87,88,95,0
88,87,91,95,0
88,88,91,95,0
88,88,90,95,0
88,89,96,95,-1
88,89,84,127,-1
88,89,78,127,0
88,87,76,127,0
88,85,74,127,0
88,82,70,127,0
88,79,72,127,0
88,78,75,96,9
88,76,79,127,9
88,76,78,127,9
88,76,79,127,9
88,76,81,127,9
88,76,80,127,9
88,77,79,127,9
88,76,80,127,9
88,76,84,127,9
88,78,83,127,9
88,78,83,127,9
88,79,85,127,9
88,80,82,98,7
88,80,83,100,7
88,80,87,102,7
88,81,82,103,6
88,82,81,104,5
88,81,87,106,6
88,82,86,107,5
88,82,89,108,5
88,84,87,109,3
88,84,87,110,3
88,85,91,110,2
88,86,88,111,1
88,87,89,105,0
88,87,80,127,0
88,86,75,127,0
88,84,72,127,0
88,81,74,127,0
88,79,76,127,0
88,78,76,127,0
88,77,75,127,0
88,77,78,127,0
88,76,81,127,0
88,76,80,127,0
88,76,79,127,0
88,76,83,127,0
88,77,83,127,0
88,78,82,127,0
88,79,84,127,0
88,79,83,106,8
88,80,82,108,7
88,81,85,109,6
88,81,86,111,6
88,82,82,112,5
88,82,83,113,5
88,81,87,115,6
88,83,87,116,4
88,84,85,117,3
88,83,86,118,4
88,84,89,118,3
88,85,85,119,2
88,85,88,119,2
88,86,87,120,1
88,86,87,120,1
88,86,92,120,1
88,87,94,114,0
88,89,91,114,-1
88,89,89,114,-1
88,89,94,114,-1
88,90,89,113,-2
88,90,90,113,-2
88,90,90,112,-2
88,90,90,112,-2
88,90,92,111,-2
88,90,94,111,-2
88,91,89,110,-3
88,91,93,109,-3
88,91,94,109,-3
88,92,91,108,-4
88,92,91,107,-4
88,92,96,106,-4
88,92,95,105,-4
88,92,96,104,-4
88,94,94,102,-6
88,94,93,101,-6
88,94,94,99,-6
88,94,96,98,-6
88,94,92,96,-6
88,94,94,95,-6
88,93,96,93,-5
88,94,95,92,-6
88,94,94,90,-6
88,94,95,89,-6
88,95,95,87,-7
88,94,94,86,-6
88,94,96,84,-6
88,94,96,83,-6
88,95,99,81,-7
88,96,96,79,-8
88,95,95,77,-7
88,95,93,75,-7
88,95,93,74,-7
88,94,91,72,-6
88,93,91,71,-5
88,93,89,70,-5
88,92,91,69,-4
88,91,93,68,-3
88,91,91,67,-3
88,91,91,66,-3
88,90,93,66,-2
88,90,89,65,-2
88,90,88,65,-2
88,89,91,65,-1
88,89,94,64,-1
88,90,92,64,-2
88,89,93,64,-1
88,90,91,63,-2
88,90,93,63,-2
88,90,93,62,-2
88,90,92,62,-2
88,90,87,61,-2
88,89,89,61,-1
88,90,92,60,-2
88,89,89,60,-1
88,89,89,60,-1
